Finding ID,CBOM Record ID,Mission Thread ID,Discovery Date,Discovery Method,Tool / Capability,Coverage Domain,Asset / Endpoint,Internet or Internal,Observed Crypto Artifact,Algorithm / Protocol,Library / Package,Container Image / Digest,SBOM Reference,Evidence Location,Finding Confidence,Authoritative Record Matched?,Validation Status,Blind Spot / Limitation,False Positive?,Remediation Required?,Assigned Owner,Next Validation Date,Source / Notes
FIND-00130,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:34d8a73ee208d9bcdb0d956520934b4e40e69482596e8b6f73c8426b010a6f48,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00131,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:349dfa4058c5e263123b398ae795573c4e1313c83fe68f93556cd5e8031b3c7d,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00132,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:b085d70b964f191a73e4af0d54ae7a0e07aafdaf9b71dd0862138ab7325a24a2,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00133,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:179fbc148a3dd00fd24ea13458cc43bfa7f59c8182d783a513f6ebec100c8924,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00134,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:cbb522d7b7f127ad6a0113865bdf1cd4102e7d0759af635a7cf4720dc963c53b,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00135,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:2cabeafe37d06ca22aba7391c0033d25982952c453647349763a3ab5ad6ccf69,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00136,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:cbb9c44d84b8043e1050ea31a69f514955d7bfd2e2c6b49301019ad61d9f5058,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00137,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:4fa3126d8d3a11d1c4855a4f807cbad6cf919d3a5a88b03bea2c6372d93c40c9,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00138,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:45140b3247eb9cc8c5b4f0d7b53091f73292089e6e5a63e2749dd3aca9198eda,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00139,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:44b545aa8a25e65a73ca15dc27fc36d24c1cb9953a066539b11582dc487b4833,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00140,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:a040929a02ce53b4acf4f2ffc6981ce4496f755e6d45fe0b2a692bcd52523f36,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00141,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:5a2fc03f0c83b090bbfa40604b0988446c7636183df9846e17101a447fb8efd6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00142,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:96bcec06264976f37460779acf28c5a7cfe8a3c0aae11a8ffcee05c0bddf08c6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00143,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:5d56499be4d2e08bcfcad08a3e38723d50503bde706948e42f55603019e528ae,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00144,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:30d0895a9a448a262091635522d1f52010b5867acae12c78ef958fd4f4389f2f,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00145,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:2530cc8e98321502bad96f9b1fba1b099e2d299e0f4548bb914f363bc0d4531f,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00146,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:3c5f81fea5fab82c64bfa2eaecafcde8e077fc8620a7cae537163df36edbf378,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00147,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:358df39d764af9e1b766e9c972df352ee15cfac227af6ad1d70e8e4a6edcba02,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00148,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:c741f70f4b2a8d88bf2e71c14122ef53ef10eba0cfa5e64cfa20f418853073e0,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00149,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:88f438dcf8ffd1fa8f429115ffe5f82ae1e06e0c70c375faad717b34a49e7265,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00150,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:6c61dac3a2def031506be036d2a6fe401994fbd13df9c8d466599274c446ec98,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00151,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:6b9c08e86eb0f767cfad65cd98b62149e5494a67f5845e7bd1ed019f27b86bd6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00152,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:8560f91c3624daba9570b5fea0dbe36ff11a8323be9486854fb3f34a5571198d,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00153,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:8a866fd1b276b57e578e921c65828a2bed58e9f2f288054134b7f1f4bfc9cc74,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00154,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:8fe4fb0af93a4d0d67db0bebb23e37c71bf325dcbcdd240ea04daf58b47e1840,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00155,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:88ef81de202eb018452e43f864725cea5fbd1fc2d9d205730709c5d8b8690f46,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00156,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:22a2c1f7bded704cc1e701b5f408c310880fe956b5de2a4a44f99c873a25a7c8,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00157,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:2e7bf16cc22485a7bbe2aa8696750761b0ae39be3b2fe9d0cc6d4ef73491425c,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00158,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:3417bb06cc6007da1b961c920b8ab4ce3fad820e4aa30b9acbc4a74ebdcebc65,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00159,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:85666a562ee0be5ce925c1d8890a6f76a87ec16d4d7d5f29ea7419cf20123b69,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00160,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:a1339d33281a0b56e557d3d32b1ce7f9367eb094bd5fa72a7e5004c8ded7cafe,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00161,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:513b2cecb810d4cde5dd85391adfc6c2dd60d87bb736d2b521484aa47a0ebef6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00162,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:2ce1cb0bf9d2f9e102993fbe215152c3b2dd0cabde1c68e5319b839154dbb7f5,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00163,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:568d6905a2c88708a4b3025190edcfedb1974a606a13c6e5290fcb2ae63edab5,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00164,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:91e2f5788d5810eba7ba58737de1548a8ecacd014598bc0b143e041b17052552,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00165,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:fd73dad31c644ff1b43bef0ccdda96710b9cd9875eca7e31707af3e96d522bbd,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00166,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:46edc3689046d53a453fb3104ab80dcaec658b2660ea1629dd7e867990648716,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00167,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:59769007f7685d0fcd50872f9f95d5755a5b2b457d81f3692b610a98672f0e1b,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00168,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:bfd88fe1101c41ae3e801bf8be56350ee9bad1a6b9bd515edc5c6d5b8711ac44,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00169,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:d43af9b35473755c9684fc06d7d8cb70ee5c28e773fb294eb41ee71722924d24,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00170,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:9bea11c976fe014764c1be56a6f914b5a560317abd9988393382e5161aa0493c,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00171,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:4ff460d54b9c86dabfbcfc5712e0400d2bed3fbc4d4fbdaa86e06adcd2a9ad7a,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00172,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:e793c9b02fd8aa13e21c31228accb08119643b749c898964b1746d46c3d4cbd2,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00173,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:657cfe2fa73faa38462571f332a2363a46fce7020951710702cdfbb6eeda3305,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00174,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:beb00b30839b9bc32c32e4447905950641f26421b15ed089198b518ae2ea1b99,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00175,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:c0a6f4dc63a24bfdcf54ef2a6a082a0a72de35803e2ff5ff527ae5d87206dfd5,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00176,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:bc4d809b15189d78db3e1d8cf4f9726a795da1643ca5f1358e1ddb0edc0d7eb3,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00177,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:86a1ecba089c4a8d3bbe2734c612ba341d813e043cf9e8a862cd5c57a36bbe6b,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00178,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:125609aa301da0a249b97a8239cb6a34216f44dcac9f3954b14292f2e8c8608f,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00179,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:40f6af0346a99aa1cd1d555a4e9cce62c7f9634603ee406615833dc8c8d00367,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00180,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:b2fae53e14ccd7ab9212064701ae279c1d8988facb775fa8a008914e663988a8,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00181,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:81a9088ea59fb364c548a6f85559099b6f0405efbf18e5324ec9f457ba00112f,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00182,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:f3896f88fe7c0a882766a7fa6ad2749fb57a7f3e98fb769c1fa7b09c2c44d5ae,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00183,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:574df6931e278039667b720afdc1600fc27eb66dd3092979fb73856487212882,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00184,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:b4585f22e4ac756a4e8612a1361c5d9d031a93fd84febb778fa3068b0fc42dc2,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00185,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:77b82cd8644c4305f7acc5cb156b45675004033d51c60c6202a8e0c33467d3a0,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00186,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:e59aaa816009c22bff5b25bad37df306f049797c1f81d85ab089e657bd8f0044,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00187,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:08170d1aa36453901a2f959245e347db0c8d37abaabc56b81aa100dc958970db,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00188,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:018e13f0772532cf809bd1b17281867283fc48c6e13be9c69812854a490c1b05,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00189,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:371a00dc0533b3721a7eeb40e8419e70799d2b0a0f2c1d80693165f7cec4ad75,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00190,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:3f99cc474acfce4dfed58794665e478d1547739f2e780f1bb4ca9b133097d401,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00191,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:d95d0e8eda79525bf9beb11b14d2100d3294985f0c62d9fabd9cd999eccb7b1d,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00192,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:f015ce3cc239bfef064be9f1d2c417e1a0264a0a94be1f0c8d121864eb6949cc,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00193,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:69729b8e15a86efc177a57afb7171dfc64add28c2fca8cf1507e34453ccb1470,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00194,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:c32ffd9f46f936d16c3673990959434b9ad60aafbb9e7cf33654f144cc1ba143,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00195,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:8faf7d2e2cb4709bb8e0b33666bf75a5dd45b5de480f8ea8d4bfe6bebc17f2ed,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00196,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:c90f26f0fb1b4018b22227519b5ca2b53e2ca5b3be5cf18efe1bef47380c5383,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00197,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:7bb647a62aeeac88bf257aa522d01ffea395e0ab45c73f93f65654ec38f25a06,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00198,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:e74fbda55bd564c473a36b441aa799c8a68e077440e8288b9fa1e50e4bbaca11,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
