Finding ID,CBOM Record ID,Mission Thread ID,Discovery Date,Discovery Method,Tool / Capability,Coverage Domain,Asset / Endpoint,Internet or Internal,Observed Crypto Artifact,Algorithm / Protocol,Library / Package,Container Image / Digest,SBOM Reference,Evidence Location,Finding Confidence,Authoritative Record Matched?,Validation Status,Blind Spot / Limitation,False Positive?,Remediation Required?,Assigned Owner,Next Validation Date,Source / Notes
FIND-00266,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/SSL.com_EV_Root_Certification_Authority_ECC.pem,Internal,PEM certificate in /etc/ssl/certs/SSL.com_EV_Root_Certification_Authority_ECC.pem,EC (ECDSA/ECDH),,,,sha256:22a2c1f7bded704cc1e701b5f408c310880fe956b5de2a4a44f99c873a25a7c8,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00267,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/BJCA_Global_Root_CA1.pem,Internal,PEM certificate in /etc/ssl/certs/BJCA_Global_Root_CA1.pem,RSA,,,,sha256:f3896f88fe7c0a882766a7fa6ad2749fb57a7f3e98fb769c1fa7b09c2c44d5ae,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00268,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/f51bb24c.0,Internal,PEM certificate in /etc/ssl/certs/f51bb24c.0,RSA,,,,sha256:d48d3d23eedb50a459e55197601c27774b9d7b18c94d5a059511a10250b93168,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00269,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ef954a4e.0,Internal,PEM certificate in /etc/ssl/certs/ef954a4e.0,RSA,,,,sha256:5d56499be4d2e08bcfcad08a3e38723d50503bde706948e42f55603019e528ae,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00270,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ePKI_Root_Certification_Authority.pem,Internal,PEM certificate in /etc/ssl/certs/ePKI_Root_Certification_Authority.pem,RSA,,,,sha256:c0a6f4dc63a24bfdcf54ef2a6a082a0a72de35803e2ff5ff527ae5d87206dfd5,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00271,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/D-TRUST_EV_Root_CA_1_2020.pem,Internal,PEM certificate in /etc/ssl/certs/D-TRUST_EV_Root_CA_1_2020.pem,EC (ECDSA/ECDH),,,,sha256:08170d1aa36453901a2f959245e347db0c8d37abaabc56b81aa100dc958970db,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00272,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/616816f6.0,Internal,PEM certificate in /etc/ssl/certs/616816f6.0,RSA,,,,sha256:3f034bb5704d44b2d08545a02057de93ebf3905fce721acbc730c06ddaee904e,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00273,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/0f5dc4f3.0,Internal,PEM certificate in /etc/ssl/certs/0f5dc4f3.0,RSA,,,,sha256:d43af9b35473755c9684fc06d7d8cb70ee5c28e773fb294eb41ee71722924d24,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00274,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/930ac5d2.0,Internal,PEM certificate in /etc/ssl/certs/930ac5d2.0,RSA,,,,sha256:55926084ec963a64b96e2abe01ce0ba86a64fbfebcc7aab5afc155b37fd76066,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00275,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/cbf06781.0,Internal,PEM certificate in /etc/ssl/certs/cbf06781.0,RSA,,,,sha256:45140b3247eb9cc8c5b4f0d7b53091f73292089e6e5a63e2749dd3aca9198eda,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00276,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Certainly_Root_R1.pem,Internal,PEM certificate in /etc/ssl/certs/Certainly_Root_R1.pem,RSA,,,,sha256:77b82cd8644c4305f7acc5cb156b45675004033d51c60c6202a8e0c33467d3a0,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00277,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/CA_Disig_Root_R2.pem,Internal,PEM certificate in /etc/ssl/certs/CA_Disig_Root_R2.pem,RSA,,,,sha256:e23d4a036d7b70e9f595b1422079d2b91edfbb1fb651a0633eaa8a9dc5f80703,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00278,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ISRG_Root_X1.pem,Internal,PEM certificate in /etc/ssl/certs/ISRG_Root_X1.pem,RSA,,,,sha256:96bcec06264976f37460779acf28c5a7cfe8a3c0aae11a8ffcee05c0bddf08c6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00279,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/5860aaa6.0,Internal,PEM certificate in /etc/ssl/certs/5860aaa6.0,EC (ECDSA/ECDH),,,,sha256:e74fbda55bd564c473a36b441aa799c8a68e077440e8288b9fa1e50e4bbaca11,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00280,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Atos_TrustedRoot_2011.pem,Internal,PEM certificate in /etc/ssl/certs/Atos_TrustedRoot_2011.pem,RSA,,,,sha256:f356bea244b7a91eb35d53ca9ad7864ace018e2d35d5f8f96ddf68a6f41aa474,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00281,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/GTS_Root_R1.pem,Internal,PEM certificate in /etc/ssl/certs/GTS_Root_R1.pem,RSA,,,,sha256:d947432abde7b7fa90fc2e6b59101b1280e0e1c7e4e40fa3c6887fff57a7f4cf,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00282,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Security_Communication_RootCA2.pem,Internal,PEM certificate in /etc/ssl/certs/Security_Communication_RootCA2.pem,RSA,,,,sha256:513b2cecb810d4cde5dd85391adfc6c2dd60d87bb736d2b521484aa47a0ebef6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00283,,,2026-08-12,statically detected,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Security_Communication_RootCA2.pem,Internal,"pattern ""RC4"": dXN0IFN5c3RlbXMgQ08uLExURC4xJzAlBgNVBAsTHlNlY3VyaXR5IENvbW11bmlj",RC4,,,,/etc/ssl/certs/Security_Communication_RootCA2.pem:6,medium,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00284,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/OISTE_WISeKey_Global_Root_GC_CA.pem,Internal,PEM certificate in /etc/ssl/certs/OISTE_WISeKey_Global_Root_GC_CA.pem,EC (ECDSA/ECDH),,,,sha256:8560f91c3624daba9570b5fea0dbe36ff11a8323be9486854fb3f34a5571198d,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00285,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/4bfab552.0,Internal,PEM certificate in /etc/ssl/certs/4bfab552.0,RSA,,,,sha256:2ce1cb0bf9d2f9e102993fbe215152c3b2dd0cabde1c68e5319b839154dbb7f5,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00286,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/d4dae3dd.0,Internal,PEM certificate in /etc/ssl/certs/d4dae3dd.0,RSA,,,,sha256:eec5496b988ce98625b934092eec2908bed0b0f316c2d4730c84eaf1f3d34881,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00287,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/90c5a3c8.0,Internal,PEM certificate in /etc/ssl/certs/90c5a3c8.0,RSA,,,,sha256:f015ce3cc239bfef064be9f1d2c417e1a0264a0a94be1f0c8d121864eb6949cc,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00288,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/OISTE_Server_Root_RSA_G1.pem,Internal,PEM certificate in /etc/ssl/certs/OISTE_Server_Root_RSA_G1.pem,RSA,,,,sha256:9ae36232a5189ffddb353dfd26520c015395d22777dac59db57b98c089a651e6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00289,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/T-TeleSec_GlobalRoot_Class_3.pem,Internal,PEM certificate in /etc/ssl/certs/T-TeleSec_GlobalRoot_Class_3.pem,RSA,,,,sha256:fd73dad31c644ff1b43bef0ccdda96710b9cd9875eca7e31707af3e96d522bbd,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00290,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/SecureSign_Root_CA15.pem,Internal,PEM certificate in /etc/ssl/certs/SecureSign_Root_CA15.pem,EC (ECDSA/ECDH),,,,sha256:e778f0f095fe843729cd1a0082179e5314a9c291442805e1fb1d8fb6b8886c3a,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00291,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/9ef4a08a.0,Internal,PEM certificate in /etc/ssl/certs/9ef4a08a.0,EC (ECDSA/ECDH),,,,sha256:e59aaa816009c22bff5b25bad37df306f049797c1f81d85ab089e657bd8f0044,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00292,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Autoridad_de_Certificacion_Firmaprofesional_CIF_A62634068.pem,Internal,PEM certificate in /etc/ssl/certs/Autoridad_de_Certificacion_Firmaprofesional_CIF_A62634068.pem,RSA,,,,sha256:57de0583efd2b26e0361da99da9df4648def7ee8441c3b728afa9bcde0f9b26a,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00293,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca6e4ad9.0,Internal,PEM certificate in /etc/ssl/certs/ca6e4ad9.0,RSA,,,,sha256:c0a6f4dc63a24bfdcf54ef2a6a082a0a72de35803e2ff5ff527ae5d87206dfd5,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00294,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Microsoft_ECC_Root_Certificate_Authority_2017.pem,Internal,PEM certificate in /etc/ssl/certs/Microsoft_ECC_Root_Certificate_Authority_2017.pem,EC (ECDSA/ECDH),,,,sha256:358df39d764af9e1b766e9c972df352ee15cfac227af6ad1d70e8e4a6edcba02,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00295,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/COMODO_RSA_Certification_Authority.pem,Internal,PEM certificate in /etc/ssl/certs/COMODO_RSA_Certification_Authority.pem,RSA,,,,sha256:52f0e1c4e58ec629291b60317f074671b85d7ea80d5b07273463534b32b40234,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00296,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Amazon_Root_CA_1.pem,Internal,PEM certificate in /etc/ssl/certs/Amazon_Root_CA_1.pem,RSA,,,,sha256:8ecde6884f3d87b1125ba31ac3fcb13d7016de7f57cc904fe1cb97c6ae98196e,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00297,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/6d41d539.0,Internal,PEM certificate in /etc/ssl/certs/6d41d539.0,RSA,,,,sha256:1ba5b2aa8c65401a82960118f80bec4f62304d83cec4713a19c39c011ea46db4,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00298,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/AC_RAIZ_FNMT-RCM.pem,Internal,PEM certificate in /etc/ssl/certs/AC_RAIZ_FNMT-RCM.pem,RSA,,,,sha256:ebc5570c29018c4d67b1aa127baf12f703b4611ebc17b7dab5573894179b93fa,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00299,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/de6d66f3.0,Internal,PEM certificate in /etc/ssl/certs/de6d66f3.0,EC (ECDSA/ECDH),,,,sha256:e35d28419ed02025cfa69038cd623962458da5c695fbdea3c22b0bfb25897092,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00300,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/6a9bdba3.0,Internal,PEM certificate in /etc/ssl/certs/6a9bdba3.0,EC (ECDSA/ECDH),,,,sha256:e778f0f095fe843729cd1a0082179e5314a9c291442805e1fb1d8fb6b8886c3a,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00301,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Microsoft_RSA_Root_Certificate_Authority_2017.pem,Internal,PEM certificate in /etc/ssl/certs/Microsoft_RSA_Root_Certificate_Authority_2017.pem,RSA,,,,sha256:c741f70f4b2a8d88bf2e71c14122ef53ef10eba0cfa5e64cfa20f418853073e0,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00302,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/TrustAsia_Global_Root_CA_G3.pem,Internal,PEM certificate in /etc/ssl/certs/TrustAsia_Global_Root_CA_G3.pem,RSA,,,,sha256:e0d3226aeb1163c2e48ff9be3b50b4c6431be7bb1eacc5c36b5d5ec509039a08,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00303,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/fd64f3fc.0,Internal,PEM certificate in /etc/ssl/certs/fd64f3fc.0,RSA,,,,sha256:2e44102ab58cb85419451c8e19d9acf3662cafbc614b6a53960a30f7d0e2eb41,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00304,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/TWCA_Global_Root_CA.pem,Internal,PEM certificate in /etc/ssl/certs/TWCA_Global_Root_CA.pem,RSA,,,,sha256:59769007f7685d0fcd50872f9f95d5755a5b2b457d81f3692b610a98672f0e1b,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00305,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/0179095f.0,Internal,PEM certificate in /etc/ssl/certs/0179095f.0,RSA,,,,sha256:f3896f88fe7c0a882766a7fa6ad2749fb57a7f3e98fb769c1fa7b09c2c44d5ae,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00306,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/6805c744.0,Internal,PEM certificate in /etc/ssl/certs/6805c744.0,EC (ECDSA/ECDH),,,,sha256:eec997c0c30f216f7e3b8b307d2bae42412d753fc8219dafd1520b2572850f49,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00307,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/5f15c80c.0,Internal,PEM certificate in /etc/ssl/certs/5f15c80c.0,RSA,,,,sha256:59769007f7685d0fcd50872f9f95d5755a5b2b457d81f3692b610a98672f0e1b,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00308,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/9b46e03d.0,Internal,PEM certificate in /etc/ssl/certs/9b46e03d.0,RSA,,,,sha256:81a9088ea59fb364c548a6f85559099b6f0405efbf18e5324ec9f457ba00112f,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00309,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Starfield_Root_Certificate_Authority_-_G2.pem,Internal,PEM certificate in /etc/ssl/certs/Starfield_Root_Certificate_Authority_-_G2.pem,RSA,,,,sha256:2ce1cb0bf9d2f9e102993fbe215152c3b2dd0cabde1c68e5319b839154dbb7f5,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00310,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/5931b5bc.0,Internal,PEM certificate in /etc/ssl/certs/5931b5bc.0,EC (ECDSA/ECDH),,,,sha256:08170d1aa36453901a2f959245e347db0c8d37abaabc56b81aa100dc958970db,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00311,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/9d04f354.0,Internal,PEM certificate in /etc/ssl/certs/9d04f354.0,RSA,,,,sha256:7d05ebb682339f8c9451ee094eebfefa7953a114edb2f44949452fab7d2fc185,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00312,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/e-Szigno_Root_CA_2017.pem,Internal,PEM certificate in /etc/ssl/certs/e-Szigno_Root_CA_2017.pem,EC (ECDSA/ECDH),,,,sha256:beb00b30839b9bc32c32e4447905950641f26421b15ed089198b518ae2ea1b99,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00313,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/773e07ad.0,Internal,PEM certificate in /etc/ssl/certs/773e07ad.0,EC (ECDSA/ECDH),,,,sha256:8560f91c3624daba9570b5fea0dbe36ff11a8323be9486854fb3f34a5571198d,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00314,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/SwissSign_RSA_TLS_Root_CA_2022_-_1.pem,Internal,PEM certificate in /etc/ssl/certs/SwissSign_RSA_TLS_Root_CA_2022_-_1.pem,RSA,,,,sha256:193144f431e0fddb740717d4de926a571133884b4360d30e272913cbe660ce41,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00315,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/406c9bb1.0,Internal,PEM certificate in /etc/ssl/certs/406c9bb1.0,RSA,,,,sha256:125609aa301da0a249b97a8239cb6a34216f44dcac9f3954b14292f2e8c8608f,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00316,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/1001acf7.0,Internal,PEM certificate in /etc/ssl/certs/1001acf7.0,RSA,,,,sha256:d947432abde7b7fa90fc2e6b59101b1280e0e1c7e4e40fa3c6887fff57a7f4cf,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00317,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/QuoVadis_Root_CA_1_G3.pem,Internal,PEM certificate in /etc/ssl/certs/QuoVadis_Root_CA_1_G3.pem,RSA,,,,sha256:8a866fd1b276b57e578e921c65828a2bed58e9f2f288054134b7f1f4bfc9cc74,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00318,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/OISTE_WISeKey_Global_Root_GB_CA.pem,Internal,PEM certificate in /etc/ssl/certs/OISTE_WISeKey_Global_Root_GB_CA.pem,RSA,,,,sha256:6b9c08e86eb0f767cfad65cd98b62149e5494a67f5845e7bd1ed019f27b86bd6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00319,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/DigiCert_Trusted_Root_G4.pem,Internal,PEM certificate in /etc/ssl/certs/DigiCert_Trusted_Root_G4.pem,RSA,,,,sha256:552f7bdcf1a7af9e6ce672017f4f12abf77240c78e761ac203d1d9d20ac89988,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00320,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/emSign_ECC_Root_CA_-_G3.pem,Internal,PEM certificate in /etc/ssl/certs/emSign_ECC_Root_CA_-_G3.pem,EC (ECDSA/ECDH),,,,sha256:86a1ecba089c4a8d3bbe2734c612ba341d813e043cf9e8a862cd5c57a36bbe6b,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00321,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/D-TRUST_BR_Root_CA_2_2023.pem,Internal,PEM certificate in /etc/ssl/certs/D-TRUST_BR_Root_CA_2_2023.pem,RSA,,,,sha256:0552e6f83fdf65e8fa9670e666df28a4e21340b510cbe52566f97c4fb94b2bd1,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00322,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/T-TeleSec_GlobalRoot_Class_2.pem,Internal,PEM certificate in /etc/ssl/certs/T-TeleSec_GlobalRoot_Class_2.pem,RSA,,,,sha256:91e2f5788d5810eba7ba58737de1548a8ecacd014598bc0b143e041b17052552,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00323,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/QuoVadis_Root_CA_3_G3.pem,Internal,PEM certificate in /etc/ssl/certs/QuoVadis_Root_CA_3_G3.pem,RSA,,,,sha256:88ef81de202eb018452e43f864725cea5fbd1fc2d9d205730709c5d8b8690f46,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00324,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/e-Szigno_TLS_Root_CA_2023.pem,Internal,PEM certificate in /etc/ssl/certs/e-Szigno_TLS_Root_CA_2023.pem,EC (ECDSA/ECDH),,,,sha256:b49141502d00663d740f2e7ec340c52800962666121a36d09cf7dd2b90384fb4,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00325,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/DigiCert_Global_Root_G3.pem,Internal,PEM certificate in /etc/ssl/certs/DigiCert_Global_Root_G3.pem,EC (ECDSA/ECDH),,,,sha256:31ad6648f8104138c738f39ea4320133393e3a18cc02296ef97c2ac9ef6731d0,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00326,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/GlobalSign_Root_R46.pem,Internal,PEM certificate in /etc/ssl/certs/GlobalSign_Root_R46.pem,RSA,,,,sha256:4fa3126d8d3a11d1c4855a4f807cbad6cf919d3a5a88b03bea2c6372d93c40c9,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00327,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ed858448.0,Internal,PEM certificate in /etc/ssl/certs/ed858448.0,EC (ECDSA/ECDH),,,,sha256:30fbba2c32238e2a98547af97931e550428b9b3f1c8eeb6633dcfa86c5b27dd3,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00328,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/40193066.0,Internal,PEM certificate in /etc/ssl/certs/40193066.0,RSA,,,,sha256:b676f2eddae8775cd36cb0f63cd1d4603961f49e6265ba013a2f0307b6d0b804,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00329,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/2ccbdda3.0,Internal,PEM certificate in /etc/ssl/certs/2ccbdda3.0,EC (ECDSA/ECDH),,,,sha256:c0076b9ef0531fb1a656d67c4ebe97cd5dbaa41ef44598acc2489878c92d8711,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00330,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/UCA_Global_G2_Root.pem,Internal,PEM certificate in /etc/ssl/certs/UCA_Global_G2_Root.pem,RSA,,,,sha256:9bea11c976fe014764c1be56a6f914b5a560317abd9988393382e5161aa0493c,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00331,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/D-TRUST_EV_Root_CA_2_2023.pem,Internal,PEM certificate in /etc/ssl/certs/D-TRUST_EV_Root_CA_2_2023.pem,RSA,,,,sha256:8e8221b2e7d4007836a1672f0dcc299c33bc07d316f132fa1a206d587150f1ce,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
